y,m,d,Prec,Ep,Tavg,Tmax,Runoff
1999,4,15,19.07,0.53,0.9,4.1,1.8785
1999,4,16,14,0.18,-0.4,0.8,3.8016
1999,4,17,3.14,0.86,1.5,4.5,6.2453
1999,4,18,5.71,0.52,0.8,4.8,3.961
1999,4,19,4.21,0.67,1.3,5.4,3.1929
1999,4,20,0.01,1.1,4.5,10.5,2.8317
1999,4,21,4.7,0.08,5.8,9.9,3.6622
1999,4,22,1.86,0.92,6.4,11.8,3.8094
1999,4,23,1.64,1.11,8,13.1,3.1561
1999,4,24,6.6,0.23,5.5,7,3.3311
1999,4,25,0.24,1.01,8.1,13,2.5708
1999,4,26,0.38,1.33,8.2,15.5,2.2475
1999,4,27,1.58,0.73,8.5,13.5,2.0212
1999,4,28,0,1.12,8.1,13.7,1.9131
1999,4,29,8.38,1.76,11,19.9,2.1371
1999,4,30,11.89,0.95,9.2,13,3.2074
1999,5,1,0.11,1.71,10.4,16.2,2.2263
1999,5,2,0.04,2.21,10.9,17.7,1.9788
1999,5,3,0,2.57,11.9,20.8,1.854
1999,5,4,0.88,2.02,12.2,20.4,1.8317
1999,5,5,3.96,1.94,11.1,16.7,1.9432
1999,5,6,5.81,1.67,10.9,15.9,2.2932
1999,5,7,0.62,3.22,13.1,19.8,1.9086
1999,5,8,17.88,0.79,10.9,13.4,2.0201
1999,5,9,1.11,2.69,12.5,16.9,2.5062
1999,5,10,2.49,3.23,14.2,21.1,2.0234
1999,5,11,41.17,1.39,13.5,16.3,3.0814
1999,5,12,46.75,0.55,12.5,14,36.0137
1999,5,13,12.32,1.56,12.2,15,39.8599
1999,5,14,19.11,0.74,10.5,12.8,23.8341
1999,5,15,4.18,2.66,10.6,14,12.6724
1999,5,16,0.69,2.91,9.9,13.4,6.9198
1999,5,17,0.23,2.89,12.7,19.3,4.7682
1999,5,18,2.5,3.21,13.8,19.2,3.6723
1999,5,19,10.34,3.18,13,19.9,3.3624
1999,5,20,23.1,2.07,10.5,13.1,2.9532
1999,5,21,68.85,0.88,8.8,9.9,27.2489
1999,5,22,25.68,1.35,10.2,13.1,46.3862
1999,5,23,0.92,2.5,11.3,14.9,20.7449
1999,5,24,0,3.71,13.9,19.4,8.1439
1999,5,25,10.28,3.09,13.6,18.8,5.1361
1999,5,26,0.23,4.05,15.2,20.4,3.9298
1999,5,27,0.08,4.49,17.6,24.3,3.2029
1999,5,28,3.84,3.24,16.3,21,2.8373
1999,5,29,0.01,4.9,18,25,2.4526
1999,5,30,0.3,4.22,18.7,25.9,2.2977
1999,5,31,9.51,3.67,17.9,23.1,2.116
1999,6,1,0.17,4.52,18.8,24.4,2.0535
1999,6,2,27.28,4.48,19.5,26.8,2.5864
1999,6,3,8.31,4.46,16.5,21.1,2.9978
1999,6,4,14.69,3.63,12.9,15.5,12.7393
1999,6,5,5.6,3.46,13.9,20.8,4.2397
1999,6,6,17.07,1.87,9.5,11.2,3.1071
1999,6,7,2.36,2.11,12.1,15.7,2.9443
1999,6,8,19.2,1.87,10.6,13.3,10.6958
1999,6,9,0.01,3.16,12.9,17.4,5.5051
1999,6,10,23.57,1.9,12.9,17.3,4.621
1999,6,11,10.19,2.15,12.2,14.5,11.0871
1999,6,12,1.16,2.86,13.7,17.3,4.9878
1999,6,13,7.41,3.1,14,17.7,3.5641
1999,6,14,11.13,1.61,12.6,16.1,2.9744
1999,6,15,5.33,2.25,13.2,16.1,2.6578
1999,6,16,4.5,3.09,14.6,18.2,2.4047
1999,6,17,2.31,3.41,14.7,18.7,2.1985
1999,6,18,12.1,2.78,12.4,15.4,3.0145
1999,6,19,2.66,3.67,11.3,14.5,2.4069
1999,6,20,0.24,4.1,12.6,17.9,2.1884
1999,6,21,26.34,2.88,10.5,12.6,9.0358
1999,6,22,14,2.65,8.1,10.8,16.0124
1999,6,23,0,4.27,11,17,5.4047
1999,6,24,0,4.31,13.7,18.4,3.417
1999,6,25,0,4.73,15.1,21.2,2.7581
1999,6,26,5.24,3.17,16,23.1,2.4772
1999,6,27,13.64,3.35,16,21.6,2.3668
1999,6,28,13.11,1.7,12.8,14.7,3.1249
1999,6,29,0.98,3.28,15.6,20.7,2.4303
1999,6,30,11.49,3.39,15.6,20.1,3.0524
1999,7,1,0.13,4.05,16.2,20.6,2.7447
1999,7,2,0.02,4.29,18.3,23,2.2765
1999,7,3,0.02,4.94,20.9,27.7,2.087
1999,7,4,0.44,4.71,21.5,28.1,2.0234
1999,7,5,3.48,4.54,21.4,26.6,1.9822
1999,7,6,11.67,2.52,15.4,16.8,2.4181
1999,7,7,12.07,2.17,13.1,15.2,3.0134
1999,7,8,9.26,2.52,13.5,16.9,5.1996
1999,7,9,1.2,1.71,13.4,15.8,2.7068
1999,7,10,4.96,1.69,14.6,17.1,2.068
1999,7,11,10.01,2.35,15.9,19.5,2.5797
1999,7,12,3.16,2.06,16.9,20.8,20.3714
1999,7,13,6.49,3.84,17.8,23.3,7.0971
1999,7,14,12.18,3.31,14.9,19,10.873
1999,7,15,3.32,2.25,14.1,16.8,7.3044
1999,7,16,1.38,3.18,15.4,18.6,4.8863
1999,7,17,0,4.55,17.4,23,3.5619
1999,7,18,0.02,4.86,19.3,25.5,2.9421
1999,7,19,1.49,3.8,18.4,24.4,2.4827
1999,7,20,2.27,4.04,18.6,23.3,2.2497
1999,7,21,4.06,2.88,17.4,20.8,2.0546
1999,7,22,15.98,1.91,13.4,15.5,1.9521
1999,7,23,11.25,1.25,10.2,11.1,2.7826
1999,7,24,0.17,3.11,13.1,17.2,2.8807
1999,7,25,0,3.95,14.9,20.5,2.1338
1999,7,26,0.47,3.25,17.2,21.6,1.8618
1999,7,27,0.19,3.84,19.2,24.4,1.7603
1999,7,28,11.52,2.07,17.5,20.3,1.8127
1999,7,29,1.79,3.52,17.5,21,1.5463
1999,7,30,0.17,4.23,17,21.7,1.3746
1999,7,31,0.17,4.13,17.4,22.1,1.2832
1999,8,1,0.26,3.89,17.7,21.7,1.2029
1999,8,2,0.12,4.28,17.4,22.5,1.1973
1999,8,3,0.75,2.63,16.5,20.4,1.1717
1999,8,4,2.01,3.9,19,24.9,1.1472
1999,8,5,0.64,3.21,19.8,23.3,1.126
1999,8,6,0.32,3.71,20.3,25.2,1.2297
1999,8,7,13.76,2.35,18.3,22.1,1.3679
1999,8,8,2.7,1.98,18.4,21.7,1.4381
1999,8,9,19.38,2.96,19.3,23.4,1.2096
1999,8,10,46.59,1.83,16.6,19.1,2.7882
1999,8,11,9.35,2.48,14.6,17.7,4.0558
1999,8,12,4.38,2.5,13.8,17.2,2.2921
1999,8,13,1.29,2.97,13.8,16.5,1.8072
1999,8,14,3.2,2.53,14.5,20.6,1.5808
1999,8,15,7.92,1.48,14.4,15.9,2.5218
1999,8,16,16.27,1.69,14.4,16.5,1.9822
1999,8,17,7.7,1.87,14,16.9,2.9577
1999,8,18,13.5,2.99,15.9,22.5,2.6399
1999,8,19,5.19,1.33,14.6,15.9,4.0725
1999,8,20,6.32,1.82,14.1,16.2,5.7804
1999,8,21,0.16,2.41,14.7,17.6,2.9621
1999,8,22,0,3.17,14.9,18.9,1.7057
1999,8,23,0.18,3.18,15.8,20.8,1.3534
1999,8,24,6.4,1.48,15.5,19.3,1.301
1999,8,25,0,3.83,18.7,26.9,1.2174
1999,8,26,14.05,1.94,17.7,23.6,1.1104
1999,8,27,0.93,2.57,17.3,20.7,1.6098
1999,8,28,12.1,1.9,15.5,19.5,1.5362
1999,8,29,2.04,2.71,15.1,18,1.4705
1999,8,30,0.64,2.22,14.9,17.8,1.2798
1999,8,31,0.22,2.74,15.5,19.2,1.2196
1999,9,1,1.84,2.39,15.1,18.4,1.136
1999,9,2,0.19,3.23,13.4,17.2,1.0747
1999,9,3,0,3.12,13.9,19.9,1.0301
1999,9,4,5.03,1.75,13.4,17.1,0.9811
1999,9,5,0.14,2.38,14.4,19.3,0.9153
1999,9,6,1.04,2.69,15.6,21,0.8662
1999,9,7,1.48,2.45,15.1,19.2,1.4549
1999,9,8,0.08,2.85,15.8,21,1.0145
1999,9,9,0.17,2.73,15.6,20.9,0.9287
1999,9,10,0,2.92,16.3,22.4,0.8852
1999,9,11,0,2.73,16.7,22.7,0.8841
1999,9,12,0,3,17.3,23.5,0.8049
1999,9,13,0.04,2.76,17.6,23.4,0.7893
1999,9,14,0.75,2.5,16.6,22.1,0.7804
1999,9,15,0.45,3.04,17.6,23.7,0.7882
1999,9,16,4.82,0.91,14.7,15.5,0.796
1999,9,17,11.22,1.93,14.7,19,0.806
1999,9,18,3.08,1.67,14.2,17,1.1929
1999,9,19,0,2.79,15.6,22.7,0.7726
1999,9,20,26.2,2.01,14.1,18.6,0.7625
1999,9,21,1.6,2.27,13.3,17.1,0.9956
1999,9,22,0.01,2.39,16.2,22.4,0.9019
1999,9,23,0.19,2.33,16.1,20.9,0.8395
1999,9,24,0.16,2.18,16,21.3,1.252
1999,9,25,15.18,0.94,14.5,17.1,0.8629
1999,9,26,38.55,0.61,12.4,13.9,6.1985
1999,9,27,0.56,1.87,12.5,17.5,3.7525
1999,9,28,22.45,1.3,12,14.2,3.922
1999,9,29,5.88,1.25,13.2,17.9,3.5374
1999,9,30,19.31,1.65,11.6,17.2,6.1963
1999,10,1,1,1.56,10.9,14.2,3.9209
1999,10,2,0,2.01,12.6,19.5,2.4081
1999,10,3,22.75,1.06,8.5,12.8,2.7314
1999,10,4,6.26,1.71,6.8,10.2,5.5686
1999,10,5,10.07,1.71,5.1,7.6,6.126
1999,10,6,1.35,1.45,5.7,8.8,5.4939
1999,10,7,0,1.42,5.2,10.9,3.1026
1999,10,8,1.53,1.46,6.9,12.9,2.3545
1999,10,9,0.32,1.17,9.2,12.9,1.971
1999,10,10,0.02,1.41,10.5,15.2,1.7603
1999,10,11,0.02,0.99,9.5,15,1.5619
1999,10,12,0.1,1.06,10.7,15.1,1.417
1999,10,13,0.1,1.06,9.6,14.1,1.33
1999,10,14,0.09,1.27,10.6,14.3,1.2564
1999,10,15,0.04,0.89,8.2,11.7,1.223
1999,10,16,0.02,1.07,7.3,11.3,1.184
1999,10,17,0,1.03,5.9,10.5,1.078
1999,10,18,0,1.08,5.5,10.6,1.0335
1999,10,19,0.51,0.78,5.3,8.7,1.0279
1999,10,20,0.05,1.36,7.8,13.9,1.0134
1999,10,21,0.51,0.32,9.2,12.7,0.971
1999,10,22,0.04,1.42,10.3,17.2,0.9175
1999,10,23,7.9,0.73,8.7,12.2,0.9153
1999,10,24,0.28,0.92,8.5,15.1,0.8696
1999,10,25,9.1,0.79,8.7,13.1,1.0435
1999,10,26,2.74,0.84,10,14.1,1.0413
1999,10,27,0,1.08,8.9,15.1,0.8896
1999,10,28,0.03,0.95,11.4,20.2,0.8306
1999,10,29,1.6,1.05,11.4,17.6,0.7915
1999,10,30,0.06,1.17,13.9,20.7,0.7692
1999,10,31,2.48,0.68,9.3,11.1,0.9298
1999,11,1,0,1.03,8.3,16.5,0.7559
1999,11,2,6.03,0.8,9.7,15.4,0.7458
1999,11,3,19.82,0.37,7.1,9.5,2.5586
1999,11,4,1.18,0.82,6.9,9.9,2.0067
1999,11,5,0.01,0.8,8,14.3,1.3055
1999,11,6,16.88,0.4,4.9,8.9,1.8172
1999,11,7,3.52,0.56,3.1,4.3,1.8874
1999,11,8,3.14,0.39,3.5,5,1.7358
1999,11,9,21.7,0.21,1.8,2.4,3.8596
1999,11,10,22.97,0.04,0.5,1.1,14.1462
1999,11,11,1.07,0.24,-0.2,2.9,6.7827
1999,11,12,0,0.26,-3,5.9,3.7659
1999,11,13,0,0.24,-2.1,6.6,3.1338
1999,11,14,1.38,0.19,-3.3,1.4,2.6957
1999,11,15,3.18,0.25,-1.1,1.6,2.5719
1999,11,16,1.04,0.26,-2.5,2.9,2.3278
1999,11,17,9.76,0.16,-2.1,-1.2,2.3902
1999,11,18,9.22,0.19,-3.6,-1.2,2.3523
1999,11,19,7.54,0.14,-4.1,-2.6,2.4694
1999,11,20,0.02,0.15,-8.2,-2.7,2.3456
1999,11,21,0.68,0.07,-10.8,-5.4,2.087
1999,11,22,3.33,0.14,-6.4,-4.5,2.0123
1999,11,23,18.84,0,-3.3,-1.7,2.0156
1999,11,24,0.86,0.07,-0.8,1.3,2.0424
1999,11,25,0,0.12,-4.6,2.1,2.029
1999,11,26,0,0.08,-7.4,2,2.048
1999,11,27,0,0.06,-7.8,1.6,1.98
1999,11,28,0,0.06,-7.8,0.3,1.9186
1999,11,29,0,0.06,-7.8,2.2,1.8495
1999,11,30,0,0.06,-9.2,0.7,1.9131
1999,12,1,0.23,0.09,-4.5,3.2,1.9666
1999,12,2,6.99,0.03,2.6,4.9,2.8952
1999,12,3,0.06,0.14,0.9,4.3,4.9532
1999,12,4,8.29,0.1,-0.9,4.7,3.8897
1999,12,5,13.5,0.15,-2,0.5,5.6723
1999,12,6,0.41,0.16,-5.2,-1.1,3.5173
1999,12,7,0,0.06,-4.8,2.7,2.7681
1999,12,8,0.73,0.06,-1.3,5.4,2.8127
1999,12,9,0,0.03,-1,2.4,2.9376
1999,12,10,9.08,0,0.3,1.5,4.0747
1999,12,11,3.29,0.11,-1,2.3,3.689
1999,12,12,5.43,0.05,2.2,4.3,4.0614
1999,12,13,3.57,0.27,-0.8,1.7,4.0268
1999,12,14,19.76,0.22,-1.1,0.6,3.767
1999,12,15,5.05,0.08,-2.4,-0.8,4.2598
1999,12,16,2.87,0.12,-4.6,-3,2.9744
1999,12,17,0.03,0.13,-7.2,-3,2.4147
1999,12,18,15.65,0.15,0,2.7,2.8718
1999,12,19,23.42,0.1,1.5,6.6,6.7615
1999,12,20,3.65,0.4,-5.2,-4.4,5.048
1999,12,21,0.24,0.08,-7.8,-3.5,3.3512
1999,12,22,0,0.01,-13,-2.2,2.6912
1999,12,23,0,0,-10.3,-0.9,2.3155
1999,12,24,0.05,0.03,-6,2.3,2.1316
1999,12,25,14.31,0.22,-0.4,2.3,4.0023
1999,12,26,16.24,0.16,1.5,5.4,5.7169
1999,12,27,25.15,0.16,0.2,1.5,8.9633
1999,12,28,23.74,0.21,-1.3,-0.2,5.0413
1999,12,29,18.63,0.06,-2.9,-1.5,4.0915
1999,12,30,0.34,0.11,-5.4,-1.3,3.2219
1999,12,31,1.33,0.04,-5.7,-0.1,2.7581
2000,1,1,3.43,0.01,-2.5,1.2,2.4671
2000,1,2,1.07,0.05,-1.3,3.4,2.7537
2000,1,3,0,0.1,-6.2,3.5,2.5853
2000,1,4,0.51,0.01,-5.6,4,2.3111
2000,1,5,3.07,0.01,-1.8,1.9,3.0446
2000,1,6,0,0.11,-4.4,4.8,3.0948
2000,1,7,0,0.01,-3.7,4.5,2.4571
2000,1,8,0,0.03,-5.5,3,2.0825
2000,1,9,0.53,0,-3.3,2.9,1.9264
2000,1,10,1.48,0,-0.2,1.6,1.8161
2000,1,11,0.33,0.04,-0.4,1.2,1.7436
2000,1,12,0,0.11,-3,0.6,1.7001
2000,1,13,0,0.08,-4.3,2.8,1.5875
2000,1,14,0,0.06,-5.8,1.8,1.4827
2000,1,15,0,0.04,-5,0.2,1.3768
2000,1,16,0,0.03,-5.6,-2.3,1.3099
2000,1,17,1.15,0,-4.6,-1.5,1.2531
2000,1,18,12.14,0,-0.9,0.2,1.3189
2000,1,19,2.04,0.17,-2.5,-1.6,1.2899
2000,1,20,0.16,0.1,-4.2,-1.4,1.204
2000,1,21,6.17,0,-4.4,-2.2,1.1762
2000,1,22,12.59,0,-1.9,-0.3,1.2074
2000,1,23,17.6,0,-3.1,-1.9,1.2442
2000,1,24,1.23,0.33,-7.9,-4,1.1494
2000,1,25,0,0.13,-13.2,-8.3,1.1215
2000,1,26,0,0.15,-13.2,-3.3,1.0836
2000,1,27,0,0.05,-11.6,0.3,1.0736
2000,1,28,0.06,0.04,-7.8,2.5,1.0925
2000,1,29,8.89,0,-4.4,0.2,1.1628
2000,1,30,23.83,0,2.6,3.6,3.0959
2000,1,31,0.06,0.06,2,6.8,2.8094
2000,2,1,0,0.1,1.9,11.6,2.2798
2000,2,2,10.38,0,2.4,7.3,2.8473
2000,2,3,3.2,0.18,1.7,2.9,5.524
2000,2,4,0.04,0.27,0.8,6.1,2.7771
2000,2,5,0.39,0.03,2.3,9.9,2.1215
2000,2,6,0,0.08,2.9,11.7,1.9298
2000,2,7,1.68,0,2.7,6.4,1.8384
2000,2,8,15.1,0,4,6.2,1.8361
2000,2,9,14.4,0.1,1.1,5,3.5418
2000,2,10,0.2,0.4,-0.2,7.6,2.4649
2000,2,11,8.97,0.01,0.7,1.6,2.3244
2000,2,12,0.51,0.15,0.2,2.6,1.971
2000,2,13,14.25,0.02,1.1,3.1,2.466
2000,2,14,4.56,0.02,2,4.7,4.1695
2000,2,15,10.1,0,1.8,4.1,3.9109
2000,2,16,17.79,0.23,0.5,2,4.2264
2000,2,17,12.38,0.48,-2.6,-0.7,2.9788
2000,2,18,10.74,0.43,-1.4,1.6,2.3858
2000,2,19,17.87,0.09,0.7,3,2.9588
2000,2,20,18.01,0.24,-1.5,-0.4,3.5129
2000,2,21,0.29,0.67,-3.3,-0.5,2.9889
2000,2,22,0,0.57,-3.9,1.8,2.4404
2000,2,23,0.08,0.31,-4.1,2.4,2.0914
2000,2,24,3.27,0.21,-2.7,2.3,1.9866
2000,2,25,10.09,0,3,7.2,2.6689
2000,2,26,0.41,0.02,3.4,4.8,3.8808
2000,2,27,0.04,0.35,4.3,11.1,2.8729
2000,2,28,0.01,0.69,2.1,8.8,2.4337
2000,2,29,0.18,0.3,3.4,9.1,2.1806
2000,3,1,19.13,0,2,3.8,2.5062
2000,3,2,5.78,0.45,-1.1,1.5,2.6043
2000,3,3,0.55,0.59,2.1,6.7,2.1672
2000,3,4,15.37,0.34,0.5,2.6,2.34
2000,3,5,0.47,0.82,-1.8,1.1,2.0625
2000,3,6,0,0.51,1,7.8,1.7748
2000,3,7,0,0.43,2.6,8.1,1.6622
2000,3,8,10.77,0.1,2.3,5.6,1.7748
2000,3,9,5.85,0.14,6.5,10.7,4.7147
2000,3,10,6.98,0,5,6.7,3.7871
2000,3,11,4.21,0.16,4.8,9.1,2.9343
2000,3,12,0.44,0.28,4.5,6.8,2.6834
2000,3,13,0,0.32,4.1,8.6,2.2263
2000,3,14,12.37,0.06,4.2,7.9,2.116
2000,3,15,10.32,0.5,1.1,3.3,5.2197
2000,3,16,19.64,0.04,0.1,1.5,4.1974
2000,3,17,24.56,0,1.9,2.8,9.504
2000,3,18,23.51,0,1.7,2.3,19.8999
2000,3,19,3.84,0.11,1.7,3.9,8.5274
2000,3,20,0.01,0.74,1.7,5.3,4.9577
2000,3,21,0,0.58,3.9,8.7,3.6321
2000,3,22,0,0.69,5.2,12.4,3.2185
2000,3,23,0,0.78,6.8,15.6,3.058
2000,3,24,3.21,0.26,6.2,11.3,3.077
2000,3,25,0.9,0.48,6.6,10.3,3.0168
2000,3,26,10.81,0,1.8,4.1,3.8484
2000,3,27,14.25,0.02,1.4,3,4.6879
2000,3,28,3.49,0.52,2.6,5.3,6.3524
2000,3,29,9.63,0.03,1.7,3.8,3.9499
2000,3,30,7.96,0.29,1.3,2.6,3.3256
2000,3,31,0.19,1.04,3.9,7.3,2.8094
2000,4,1,5.75,0.32,2.9,5.5,2.6879
2000,4,2,0,1.07,4.2,11,2.3479
2000,4,3,0.08,1.13,6.3,13.4,2.3501
2000,4,4,0.02,1.25,7,14.1,2.5329
2000,4,5,16.57,0.05,3.9,6.3,2.5251
2000,4,6,6.55,0.45,1.2,2.9,4.097
2000,4,7,0,1.24,2.9,7.1,2.6935
2000,4,8,0,1.21,4.1,8.6,2.3166
2000,4,9,0.02,1.2,5.8,12.8,2.1371
2000,4,10,0.16,1.06,6.2,10.6,1.9978
2000,4,11,5.06,0.55,4.6,8.4,1.9309
2000,4,12,12.4,0.27,2.6,5.5,2.2854
2000,4,13,6.32,0.31,3.6,7.3,1.9655
2000,4,14,0.01,1.4,6.7,13.8,1.8138
2000,4,15,3.07,0.34,3.8,8.3,1.9387
2000,4,16,0.01,1.34,5.5,12.3,1.7503
2000,4,17,9.63,0.19,4.7,7.9,2.2865
2000,4,18,2.99,0.71,5.2,8.9,2.9186
2000,4,19,0.51,0.99,6.5,10.6,2.1706
2000,4,20,0,1.14,8,15.3,1.9967
2000,4,21,0,1.44,10.5,18.2,2.1093
2000,4,22,0,1.56,11.4,21.4,2.3378
2000,4,23,2.48,0.86,12.3,20.6,2.3189
2000,4,24,11.61,0.47,6.1,8.2,2.8964
2000,4,25,0,1.58,8.9,15.1,2.1394
2000,4,26,0,2.11,10.5,19.7,2.0357
2000,4,27,0,2.42,11.9,21.4,2.0546
2000,4,28,0.1,1.34,11.9,19.2,1.9588
2000,4,29,4.23,1.15,10.9,14.6,1.8752
2000,4,30,2.04,2.03,11.9,16.3,1.8005
2000,5,1,5.88,2.23,11.5,17.1,1.806
2000,5,2,0.51,2.44,11.7,17.5,1.7692
2000,5,3,2.05,2.55,12,18.4,1.7057
2000,5,4,3.65,2.68,12.3,18.1,1.621
2000,5,5,0.13,3.23,13.1,19.3,1.6121
2000,5,6,0.72,2.81,12.8,19.2,1.5351
2000,5,7,0.19,3.4,13.9,21,1.3512
2000,5,8,7.94,2.84,13.4,19.4,1.3902
2000,5,9,0.01,4.11,14.9,22.3,1.408
2000,5,10,0.69,3.83,16.5,23.1,1.4092
2000,5,11,0.39,4.08,17.6,24.2,1.3646
2000,5,12,34.5,0.76,13,14.6,1.4158
2000,5,13,6.7,2.15,13.2,16.9,1.5307
2000,5,14,0.51,3.18,15.1,19.5,1.2542
2000,5,15,0.47,3.6,15.6,21.4,1.2319
2000,5,16,0.77,4.16,16.5,23.1,1.2263
2000,5,17,9.49,3.36,14.9,20.7,1.4381
2000,5,18,19.3,1.29,10.6,11.9,2.0714
2000,5,19,9.68,3.51,9.9,13.2,2.3334
2000,5,20,5.17,3.44,8.6,12.2,1.6277
2000,5,21,9.65,3.03,10.3,16.4,1.2375
2000,5,22,5.92,3.35,9.6,12.4,1.2464
2000,5,23,0,3.7,12.3,16.7,1.1048
2000,5,24,0.72,3.08,13.7,18.6,1.0401
2000,5,25,7.33,2.97,14.5,19.5,1.0312
2000,5,26,1.32,2.91,16.1,19.9,1.0279
2000,5,27,7.14,1.68,10,14.1,0.9989
2000,5,28,14.05,2.08,11.1,16.5,0.9822
2000,5,29,8.8,2.85,9.4,11.6,1.3322
2000,5,30,13.8,1.5,10.2,12.1,1.505
2000,5,31,20.68,2.53,11.1,13.3,6.2509
2000,6,1,0,4.21,13.7,20,3.0859
2000,6,2,0,4.53,17.8,24,1.8094
2000,6,3,0.74,4.09,19,25,1.4783
2000,6,4,0.18,4.51,19.1,24.2,2.6121
2000,6,5,16.05,4.39,18.1,25.1,1.6265
2000,6,6,16.28,1.44,12.4,14.9,3.3467
2000,6,7,2.48,3.34,12.6,15.5,3.087
2000,6,8,0.04,3.79,15.7,21.6,1.922
2000,6,9,0.12,4.73,19.1,26.1,1.5742
2000,6,10,1.45,4.62,19.3,25.5,1.427
2000,6,11,14.74,4.12,18.3,24.3,1.3724
2000,6,12,5.19,1.34,15.6,17.1,1.5953
2000,6,13,7.85,3.28,18.1,23.4,1.2821
2000,6,14,17.92,3.8,17.2,21.3,1.4526
2000,6,15,18.09,3.29,15.7,20.1,5.1807
2000,6,16,2.9,3.09,13.7,16.2,2.5173
2000,6,17,0,4.43,14.2,18,1.7102
2000,6,18,0,4.91,16.1,22.1,1.4638
2000,6,19,0,4.96,19.1,25.7,1.3133
2000,6,20,0.07,5.06,21.1,27.3,1.2865
2000,6,21,0.35,4.62,21.1,25.6,1.2542
2000,6,22,5.84,3.74,19,22.3,1.2508
2000,6,23,9.41,1.58,13.6,15.8,1.9264
2000,6,24,12.67,2.64,12.1,15.2,1.4025
2000,6,25,4.83,3.27,10.6,13.6,1.5496
2000,6,26,0.79,3.18,11.8,15.1,1.3267
2000,6,27,0,4.13,13.5,17.8,1.2542
2000,6,28,4.39,2.52,12.9,16.5,1.34
2000,6,29,1.41,2.86,13.9,17.2,1.262
2000,6,30,0.29,4.25,15.8,20.1,1.1628
2000,7,1,0.5,4.15,17.7,23.2,1.1817
2000,7,2,0.26,4.91,20.9,26.8,1.5496
2000,7,3,14.28,2.23,18.5,21.8,2.2319
2000,7,4,13.92,2.68,16.2,18.6,3.0803
2000,7,5,0.98,3.58,15.7,18.7,2.126
2000,7,6,0,4.39,17.8,22,1.6277
2000,7,7,18.54,3.77,17.5,23.7,1.7726
2000,7,8,24.93,1.68,11.2,13.7,4.2509
2000,7,9,6.97,2.95,11.9,15.8,3.8874
2000,7,10,19.87,2.84,13.9,17.9,3.8328
2000,7,11,31.76,3.13,11,14.6,7.8986
2000,7,12,20.6,3.44,10.1,13.3,6.786
2000,7,13,6.57,3.52,11,15.2,5.3679
2000,7,14,23.54,2.01,10.5,12.5,7.1941
2000,7,15,19.16,2.37,8.6,11.5,9.3178
2000,7,16,8.7,2.42,8.8,11.9,4.8718
2000,7,17,0.56,3.33,10.9,15.6,3.4014
2000,7,18,0,3.76,13.4,17.8,2.6555
2000,7,19,1.07,2.88,13.8,17,2.2509
2000,7,20,0.01,2.9,13.5,17,1.9253
2000,7,21,0,4.02,15.1,19.7,1.7971
2000,7,22,0.19,4.03,16.2,20.6,1.6422
2000,7,23,2.78,2.59,17.3,21.8,1.8049
2000,7,24,40.49,2.23,16.9,21.4,2.7146
2000,7,25,6.8,3.63,16.5,20.3,3.8295
2000,7,26,23.4,3.62,16,19.5,3.3925
2000,7,27,2.85,4.1,17.3,22.4,2.6422
2000,7,28,29.02,3.45,14.3,17,10.8262
2000,7,29,9.8,3.17,12.6,16.7,10.2777
2000,7,30,2.15,3.11,13.6,17.1,6.5185
2000,7,31,0,4.04,15.5,20.6,4.0837
2000,8,1,0.01,4.41,18,24.5,3.0134
2000,8,2,10.73,3.17,17.1,22.9,2.7191
2000,8,3,31.25,1.36,14.5,16.9,6.5474
2000,8,4,7.82,1.48,13.3,15,4.8518
2000,8,5,16.92,2.1,13.3,15.7,3.7336
2000,8,6,78.1,0.5,13,14.4,44.8723
2000,8,7,2.7,2.82,14.5,18.3,24.4105
2000,8,8,0.62,3.33,15.8,20.6,9.446
2000,8,9,0.89,3.48,16.8,21,7.951
2000,8,10,0.02,3.7,17.5,22.9,4.8886
2000,8,11,0,4.25,19.1,24.6,3.9164
2000,8,12,1.54,3.31,18.1,23.3,3.3111
2000,8,13,0.98,3.76,18.5,24.2,2.9198
2000,8,14,0.29,3.9,18.8,24.7,2.6633
2000,8,15,0.12,3.55,18.9,24,2.553
2000,8,16,0.68,3,19.3,23.5,2.3924
2000,8,17,1.15,3.53,19.8,25.5,2.3099
2000,8,18,0.06,2.61,19.1,23.6,2.252
2000,8,19,0.03,3.56,20.9,26.8,2.165
2000,8,20,0.02,4.02,22.5,29.8,2.0301
2000,8,21,19.06,2.41,19,23.2,2.3724
2000,8,22,1.28,1.99,15.5,18.3,3.5619
2000,8,23,0.03,3.44,17.4,22.4,2.2531
2000,8,24,0,3.56,18.8,24.2,2.0625
2000,8,25,0,3.78,18.5,24.2,1.9788
2000,8,26,0,3.85,19.1,27.6,1.8573
2000,8,27,22.02,0.98,14.6,16.6,2.8239
2000,8,28,1.6,2.63,14.3,17,2.3311
2000,8,29,0.25,2.62,15,19.2,1.9944
2000,8,30,11.01,2.27,14.9,20.7,1.9889
2000,8,31,19.81,1.01,12.6,14.9,2.3646
2000,9,1,3.21,2.41,14.8,18.9,6.4794
2000,9,2,7.13,2.23,12.7,15.3,3.2598
2000,9,3,15.26,2.22,10.9,13.4,3.3568
2000,9,4,12.6,2.54,9.9,12.9,6.7169
2000,9,5,2.73,2.26,10.4,14.2,5.3055
